domain,url,for_sale,buy_now_price,all_prices_usd,summary
6.nu,http://6.nu/,False,NONE,,A parked domain page by Loopia promoting domain services and hosting.
7.kz,https://7.kz/,True,NONE,,The domain 7.kz is for sale.
7.ie,https://www.7.ie/,True,NONE,"0, 545","7.ie is a premium domain name offered for sale by DomainSmiths Limited, with a minimum offer of €500."
7.la,http://7.la/,False,NONE,,The domain 7.la is parked.
7.ls,https://7.ls/,False,NONE,,A 404 error page indicating the requested link is not available.
7.ly,https://www.7.ly/,False,NONE,,A URL shortening service powered by Shrunken.
7.my,https://7.my,False,NONE,,7.my is a directory-style information site offering articles across a wide range of topics.
7.mr,http://ww53.7.mr/challenge?next=/,False,NONE,,7.mr is a domain name with the .mr TLD (Mauritania).
7.nf,https://7.nf/,False,NONE,,A Chinese-language webpage for an unnamed Miku interface with audio controls and fullscreen mode.
7.nz,https://adomino.net/de/domain/eyJpdiI6IkdRM2dMUzhIRWhUckVqeWZLS2tmd1E9PSIsInZhbHVlIjoiM2lrUE04Q3ltN3dpUlJVZWNSaFB3dz09IiwibWFjIjoiNmY3Mjk2YTdlZTc5YjkyNDE1NTQwZmY0ZjljNTcxZDA1MDcxZmMzN2VjOThmZDUyZTRmOWVmYThjNTkyYzQwZCJ9,True,NONE,,The domain 7.nz is for sale and you can request a price quote from the owner.
7.ro,https://7.ro/,False,NONE,,7.ro is a Romanian domain name.
7.mk,https://www.7.mk/,False,NONE,"5.2, 5.04","A Macedonian fast-food restaurant (7FastFood) in Skopje offering burgers and specials, with a notice of demolition."
7.pl,https://7.pl,False,NONE,,7.pl is a Polish premium car tuning and vehicle modification company that also sells premium cars.
7.sh,http://7.sh/,False,NONE,,Promotional page for the premium .sh domain 7.sh.
7.to,https://7.to/,True,NONE,,The domain 7.to is a parked domain being offered for sale.
7.ua,https://7.ua/,True,55000,55000,The domain 7.ua is for sale.
7.uk,http://7.uk,True,299999,299999,"Premium UK domain 7.uk listed for sale with a $299,999 buy-now price."
7.tm,http://7.tm/,False,NONE,,7.tm is a premium domain name.
8.ai,https://8.ai/,True,NONE,1000000,A private portfolio of single-digit .ai domain names offered for sale to major AI companies.
8.ag,http://8.ag/,False,NONE,,A parked domain (8.ag) with contact details listed.
8.ar,https://8.ar,False,NONE,,"A Spanish-language guide about premium domains and their purchase, sale, and investment, with a focus on Argentina."
8.af,https://8.af,False,NONE,,Windy's personal homepage with a large collection of links and mentions of various services.
7.gg,http://7.gg/,True,NONE,,The domain 7.gg is a single-digit domain offered for sale; contact via WeChat user DomainDream to purchase.
7.kg,http://7.kg,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 10800, 6800000, 1500000, 350000, 60000, 100000, 25000, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 10800, 6800000, 1500000, 350000, 60000, 1750, 123, 8900, 8900, 8900, 8900, 8900, 49000, 80, 177000, 53, 88580, 20, 18000, 80, 12000, 84, 16800, 16800, 84, 20, 4800, 20, 400000, 100, 19800, 80, 8200, 53, 100000, 120, 30000, 48, 100000, 48, 150000, 48, 100000, 48, 50000, 12880, 12880, 12880, 59000, 58.85, 3780, 58.85, 3780, 58.85, 3780, 58.85, 3780, 4644, 3780, 22880, 52880, 12880, 22880, 12880, 12880, 12880, 12880, 12880, 12880, 78000, 27.16, 3960, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900",A marketplace listing ultra-short one-character domain names for sale.
8.bo,https://8.bo/,False,NONE,,Obfuscated domain-like text with no sale information.
8.cl,https://8.cl,True,28888,"28888, 2070.31",A premium domain 8.cl is for sale on a domain marketplace.
8.cg,http://8.cg/,False,NONE,,The 8.cg domain is parked and shows contact information.
7.mw,http://7.mw,True,NONE,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 6800000, 1500000, 350000, 60000, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 110000, 50, 50000, 204, 53, 88580, 20, 18000, 80, 16800, 84, 4800, 400000, 100, 19800, 8200, 30000, 48, 150000, 12880, 60, 59000, 58.85, 3850, 4730, 22880, 52880, 78000, 3960, 2600, 4880, 8900, 59, 49000, 123, 177000, 110000, 3850",A marketplace site advertising sale of one-letter and other short domain names.
8.cv,https://8.cv/,False,NONE,,A paused deployment status message from a hosting/cloud service.
7.sv,http://7.sv,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 100000, 25000, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 6800000, 1500000, 350000, 60000, 1750, 123, 8900, 8900, 8900, 8900, 8900, 49000, 110000, 50000, 500000, 177000, 88580, 18000, 12000, 16800, 16800, 20, 4800, 400000, 19800, 8200, 100000, 30000, 100000, 150000, 100000, 50000, 12880, 12880, 12880, 59000, 3850, 3850, 3850, 3850, 3850, 3850, 4730, 3850, 22880, 52880, 12880, 22880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 78000, 3960, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900",A marketplace listing extremely short one-letter/character domain names for sale.
8.de,https://8.de/,False,NONE,,A German search portal promising fast and accurate search results.
8.cc,https://8cc10086.com/,False,NONE,,An online gambling and betting platform offering various casino-style games.
8.cr,https://8.cr,True,18888,"18888, 1353.64",Premium domain 8.cr is for sale with buy-it-now and lease-to-own options.
8.fo,https://8.fo/recaptcha/,False,NONE,,A contact form page for user inquiries.
8.gd,http://8.gd/,True,NONE,,8.gd is a premium short domain name offered for sale via Sedo.
8.ee,http://8.ee/,False,NONE,,8.ee is a parked domain with contact information; no sale price is listed.
7.ws,http://7.ws/,False,NONE,,A landing page for Website.ws promoting a lifetime internet address (domain service).
8.cx,http://8.cx/,True,999.00,"138.76, 41670000","8.cx is a domain name for sale with a buy-now price, offered through an escrow service."
8.gp,https://8.gp/,True,NONE,,The domain 8.gp is being offered for sale.
8.gm,http://8.gm,True,NONE,622221,8.gm is a domain for sale listed on Atom's domain marketplace.
8.gs,https://8.gs/,True,NONE,,The 8.gs domain appears to be for sale.
8.io,https://8.io/,False,NONE,,Exclusive members-only crypto casino site with regional access restrictions.
8.ke,https://8.ke/,True,NONE,,The 8.ke domain may be for sale.
8.je,https://website.org/404?domain=8.je,False,NONE,0,8.je is a free website creation/hosting service managed by Website.org.
8.ht,https://8.ht,True,18888,"18888, 18888, 1353.64",Premium domain 8.ht is for sale with a buy-now price and lease-to-own option.
8.ki,https://140.150.32.66/home/register,False,NONE,,"An online registration/login page that enforces password strength, requires users to be over 18, accept the user agreement, and ensures the account name matches the bank withdrawal name."
8.is,https://8.is,False,NONE,,"Allra Átta is an Icelandic WordPress web design, hosting and digital marketing company."
8.ls,https://8.ls/,True,8888,8888,"The domain 8.ls is for sale with a Buy Now price of $8,888."
8.mk,https://8.mk/,False,NONE,,This is the domain 8.mk.
8.ly,https://www.8.ly/,False,NONE,,"8.ly is a URL shortening service that creates short, shareable links and offers features like custom links, QR codes, and visit statistics."
7.vg,http://7.vg,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 100000, 25000, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 6800000, 1500000, 350000, 60000, 1750, 80, 123, 8900, 59, 8900, 59, 8900, 59, 8900, 59, 8900, 59, 8900, 59, 49000, 80, 110000, 50, 50000, 204, 500000, 500, 177000, 53, 88580, 20, 18000, 80, 12000, 80, 16800, 84, 16800, 84, 20, 4800, 20, 400000, 19800, 8200, 53, 100000, 120, 30000, 48, 100000, 48, 150000, 48, 100000, 48, 50000, 48, 12880, 53, 12880, 60, 12880, 60, 59000, 3850, 3850, 3850, 3850, 3850, 3850, 4730, 3850, 22880, 52880, 12880, 22880, 12880, 12880, 12880, 12880, 12880, 12880, 78000, 3960, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900",A marketplace for short one-character domain names and other short domains for sale.
8.mr,https://8.mr/,True,18888,18888,"8.mr is listed for sale with a buy-now price of $18,888."
8.nf,https://8.nf/lander,False,NONE,,The page is the copyright and privacy policy page for the 8.NF domain.
8.cn,http://8.cn/,False,NONE,,"A private personal website at www.8.cn seeking venture capital and offering to buy source code for classified ads, dating, and auction platforms."
8.pe,https://8.pe/,False,NONE,,The website content is not available for display.
8.pn,https://8.pn/,False,NONE,,A generic page about domains.
8.nu,http://8.nu/,False,NONE,,A minimal domain page for 8.nu with a counter and a Japanese message.
8.ie,http://8.ie,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 181720, 169000, 500000, 6800000, 1500000, 350000, 60000, 50000, 49000, 177000, 88580, 18000, 8200, 12880, 16800, 20, 4800, 400000, 19800, 204, 58.85, 27.16, 78000, 3960, 2600, 4880, 8900, 11000, 110000, 50, 84, 80, 59, 53",A marketplace listing ultra-short domain names for sale.
8.lu,http://8.lu,True,NONE,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 100000, 25000, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 6800000, 1500000, 350000, 60000, 1750, 80, 8900, 59, 18000, 80, 49000, 4800, 20, 400000, 19800, 8200, 53, 88580, 177000, 110000, 12880, 78000, 27.16, 3960, 2600, 4880, 50000, 110000",A marketplace listing ultra-short internet domain names for sale.
8.sk,https://8.sk/,False,NONE,,8.sk is a Slovak social networking platform.
8.kg,http://8.kg,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 100000, 25000, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 6800000, 1500000, 350000, 60000, 1750, 80, 123, 8900, 59, 8900, 59, 8900, 59, 8900, 59, 8900, 59, 8900, 59, 49000, 110000, 50000, 500000, 177000, 88580, 18000, 12000, 16800, 16800, 20, 4800, 400000, 19800, 8200, 100000, 30000, 100000, 150000, 100000, 50000, 12880, 12880, 12880, 59000, 3850, 3850, 3850, 3850, 3850, 3850, 4730, 3850, 22880, 52880, 12880, 22880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 78000, 3960, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900, 53, 50, 100000, 30000, 100000, 150000, 100000, 50000, 12880, 12880, 12880, 59000, 3850, 3850, 3850, 3850, 3850, 3850, 4730, 3850, 22880, 52880, 12880, 22880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 78000, 3960, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900",A marketplace site listing one-letter and other short domain names for sale.
8.ro,https://8.ro,True,NONE,"278595, 1958, 19547, 1471, 5478, 1180",A Romanian domain and website auction marketplace for premium domains.
8.st,http://8.st/,False,NONE,,Coming Soon placeholder page for a registered .st domain (ST Registry).
8.sh,http://8.sh/,False,NONE,,8.sh is presented as a premium .sh domain name.
8.sb,http://8.sb/,False,NONE,,The domain 8.sb is under construction.
8.sv,https://domgator.com/8-sv,False,NONE,,The site is currently down with a 503 server error.
8.tm,http://8.tm/,False,NONE,,A landing page promoting the premium 8.tm domain name.
8.vu,https://8.vu/,False,NONE,,The content is the domain name VIII.AM.
9.af,https://9.af/,False,NONE,,A default-generated index page confirming site creation and providing FTP information.
9.ac,http://9.ac,True,19000,"19000, 911","9.ac is a premium domain name for sale with a buy-now price of USD 19,000."
9.ar,https://9.ar/,True,6000,6000,9.ar is a domain currently for sale with a buy-it-now price of 6000 USD.
9.ai,https://9.ai/,True,NONE,1000000,A premium single-digit .ai domain portfolio for sale with a 7-figure minimum offer.
9.cg,http://9.cg/,False,NONE,,"The 9.cg domain is parked with contact details provided (email, QQ/WeChat, Telegram)."
9.bo,https://9.bo/,False,NONE,,An obfuscated string that does not reveal a valid domain or sale information.
9.cc,https://9.cc,False,NONE,,A Chinese adult-oriented forum with escort ads and VIP memberships.
9.cr,http://9.cr,False,NONE,,Sheetal Group is a global diamond manufacturer.
9.cl,https://9.cl/,True,NONE,,A for-sale domain listing for 9.cl.
9.ee,https://9.ee/,False,NONE,,It's a contact page for the domain 9.ee.
8.ws,http://8.ws/,False,NONE,,Website.ws is a domain service promoting lifetime internet addresses.
9.cz,https://9.cz,False,NONE,"1458333, 208333",A Czech informational site explaining mandatory vehicle liability insurance and how to compare insurers.
8.mw,http://8.mw,True,1750,"57500, 13490, 45169, 257000, 11882, 11800, 100000, 25000, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 6800000, 1500000, 350000, 60000, 1750, 123, 8900, 8900, 8900, 8900, 8900, 49000, 50000, 500000, 177000, 88580, 18000, 12000, 16800, 20, 4800, 400000, 100000, 30000, 100000, 150000, 100000, 50000, 59000, 3850, 3850, 3850, 3850, 3850, 3850, 4730, 3850, 22880, 52880, 12880, 22880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 78000, 3960, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900, 204, 50, 53, 80, 100, 204, 27.16",A marketplace listing ultra-short domain names for sale (1- to 9-character).
9.dk,http://9.dk/,False,NONE,,"A website hosting and domain registration service offering easy website building, powered by one.com."
9.gp,https://9.gp/,True,NONE,,"9.gp is a domain that may be for sale, with inquiries encouraged."
9.et,http://9.et/,False,NONE,,A domain advertising personalized creative email address at ab.cd.
9.gs,https://9.gs/,True,NONE,,A domain name (9.gs) that may be for sale.
9.hm,http://9.hm/,True,NONE,,9.hm is a domain for sale.
9.hr,http://9.hr/,False,NONE,,A website that only provides a contact email address.
9.ht,http://9.ht/,False,NONE,,A page providing a contact email address.
9.is,https://9.is/,False,NONE,,This is the domain 9.is.
9.ke,https://9.ke/,True,NONE,,A domain listing for 9.ke indicating the domain may be for sale.
9.je,https://website.org/404?domain=9.je,False,NONE,0,A landing page announcing that 9.je is a free website domain managed by Website.org and inviting users to register for a free site.
9.cx,http://9.cx/,True,NONE,,The domain 9.cx is for sale on west.cn with a Buy It Now option.
8.vg,http://8.vg,True,NONE,"57500, 13490, 45169, 257000, 25000, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 10800, 6800000, 1500000, 350000, 60000, 1750, 80, 8900, 123, 8900, 59, 8900, 59, 8900, 59, 8900, 59, 49000, 80, 108000, 50, 500, 177000, 53, 88580, 18000, 12000, 16800, 16800, 20, 4800, 400000, 100, 19800, 8200, 12880, 12880, 50000, 150000, 30000, 100000, 150000, 100000, 50000, 12880, 60, 3780, 3780, 3780, 3780, 3780, 3780, 4644, 3780, 22880, 52880, 12880, 22880, 12880, 12880, 12880, 12880, 12880, 12880, 78000, 27.16, 3960, 2600, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900, 8900, 8900, 6800000, 60000, 60000",A marketplace listing short one-character domain names for sale with buy-now options.
9.ls,https://9.ls/,True,7999,7999,"9.ls is a domain for sale listed on Spaceship with a buy-now price of $7,999."
9.ms,https://9.ms/lander,False,NONE,,Footer showing copyright and privacy policy for 9.MS.
9.la,http://9.la/,True,NONE,,The 9.la domain is parked and shows contact details for potential sale.
9.mk,https://9.mk/,False,NONE,,This is the domain name 9.mk.
9.mr,https://9.mr/,True,NONE,,9.mr is a parked domain currently advertised for sale.
9.nf,https://9.nf/,True,50000,50000,"9.nf is a domain listed for sale with an asking price of 50,000 USD."
9.ro,https://9.ro/,False,NONE,,This domain currently returns a 403 Forbidden access error.
9.pe,https://9.pe/,False,NONE,,A domain name under the Peru country code top-level domain (9.pe).
